PlayerName,Position,OverallRating,PaceRating,ShootRating,PassRating,DribRating,DefenseRating,PhysicalRating
Dillon Phillips,GK,66,66,65,62,66,46,65
Killian Phillips,CM,66,50,58,63,63,62,78
Daniel Phillips,CDM,66,76,51,57,62,62,79
Hugo Picard,LM,66,73,62,64,68,54,50
Rodrigo Pinheiro,RB,66,79,36,55,60,60,66
Lenny Pintor,LM,66,81,64,58,69,27,56
Simon Pirkl,LB,66,64,47,54,57,63,67
Mihai Popescu,CB,66,56,31,47,53,63,71
Albert Posiadała,GK,66,67,66,64,66,32,67
Virgiliu Postolachi,ST,66,68,66,54,61,33,72
Darío Poveda,ST,66,58,66,58,63,25,52
Alvas Powell,RB,66,92,45,55,63,58,74
Joe Powell,CM,66,73,64,66,68,59,66
Nick Powell,CAM,66,65,67,67,67,53,67
Ijiel Protti,RM,66,76,62,60,67,24,59
Dominik Prpić,CB,66,71,26,39,55,65,72
Kacper Przybyłko,ST,66,59,64,57,62,27,76
Christophe Psyché,CB,66,36,40,50,49,63,79
Arkadiusz Pyrka,RB,66,84,59,59,65,60,53
Stephen Quemper,LB,66,79,35,59,66,60,72
Wilson Quiñónez,GK,66,64,65,66,63,24,68
Joshué Quiñonez,CB,66,58,31,52,51,66,66
Stipe Radić,CB,66,58,37,49,46,65,72
Diego Ramírez,CAM,66,68,65,66,66,54,54
Noel Rammie,ST,66,70,67,59,66,23,62
Lilian Raolisoa,RB,66,69,38,51,66,66,56
Damian Rasak,CDM,66,70,55,58,63,63,76
Robin Rasch,CDM,66,46,60,65,60,61,67
Djorkaeff Reasco,ST,66,76,67,54,65,33,74
Constantin Reiner,CB,66,39,29,54,40,65,78
Hernán Rengifo,ST,66,58,70,51,59,30,66
Stije Resink,CM,66,65,53,64,66,59,67
Taylor Richards,CAM,66,73,61,63,70,50,66
Florian Rieder,LM,66,75,53,63,68,49,69
Søren Rieks,LM,66,61,70,64,68,62,71
José-Enrique Ríos Alonso,CB,66,71,36,52,54,66,68
Marina Rivas,CM,66,56,61,65,67,51,52
Simón Rivero,CM,66,79,58,63,71,53,62
Juan Rivero,LW,66,79,65,61,69,42,55
Paul Riveros,CB,66,66,25,42,55,67,71
Marcos Riveros,CM,66,63,49,64,66,66,69
Daniel Rivillo,RB,66,81,49,56,61,63,54
Marc Roberts,CB,66,43,24,42,43,65,73
Liam Roberts,GK,66,65,64,63,66,47,66
Matej Rodin,CB,66,46,25,35,42,67,75
Hernandes,ST,66,81,62,55,67,31,68
Tiago Dias,RM,66,72,58,63,67,53,50
Memo Rodriguez,LM,66,63,63,64,67,49,57
Lucas Rodríguez,CDM,66,65,60,64,63,63,54
Randall Rodríguez,GK,66,71,57,74,66,27,62
Pablo Rodríguez,ST,66,81,66,55,65,32,59
David Rodríguez,RB,66,81,51,57,64,61,66
Robin Roefs,GK,66,64,66,64,68,18,63
Fabian Rohner,RM,66,88,58,55,68,51,54
Ole Romeny,RM,66,67,70,58,67,29,66
Marcel Rømer,CDM,66,56,51,60,63,63,77
Fernando Romero,ST,66,64,69,54,62,25,68
Romero,LM,66,87,57,60,69,34,42
Romario Rösch,LM,66,80,57,58,68,55,63
Max Rosenfelder,CB,66,58,22,48,51,67,61
Mathias Ross,CB,66,38,32,52,54,67,73
Baptiste Roux,CB,66,58,39,55,57,66,69
Jesús Ruiz,GK,66,71,58,62,72,51,60
Milan Rundić,CB,66,67,37,41,48,64,75
Nazariy Rusyn,ST,66,77,66,45,64,20,53
Espen Ruud,RB,66,46,65,71,65,64,73
Noah Wail Jacob Sadaoui,LM,66,81,65,57,66,31,66
Richie Sagrado,RM,66,75,46,56,67,60,66
Ibrahim Said,RW,66,82,57,57,71,24,44
Íñigo Sainz-Maza,CDM,66,71,36,58,64,63,70
Matheus Índio,CDM,66,68,41,57,63,63,72
Lars-Jørgen Salvesen,ST,66,66,66,53,60,38,79
Nicolas Samayoa,CB,66,55,34,40,41,64,81
Christian Joel Sánchez,GK,66,66,64,72,67,40,64
Raúl Sánchez,LM,66,67,66,64,65,55,67
Marco Sangalli,RM,66,69,69,66,66,53,61
Luca Sangalli,CM,66,71,57,67,70,58,61
Jordán Santacruz,CDM,66,69,53,53,56,64,70
Rodrigo Henrique,CAM,66,78,59,60,71,28,62
Cristian Săpunaru,CB,66,39,60,62,56,65,74
Marco Saravia,CB,66,51,44,43,48,68,68
Bogdan Sarnavskyi,GK,66,64,63,56,68,53,64
Giacomo Satalino,GK,66,68,64,56,69,21,66
Giannis Satsias,CM,66,74,58,59,66,60,65
Leo Sauer,LW,66,81,58,61,70,39,59
Alexis Sauvage,GK,66,69,67,63,66,44,63
Gökhan Sazdağı,RB,66,69,64,63,67,60,62
Nicolas Schmid,GK,66,63,65,68,70,31,65
Mia Schmid,CB,66,51,57,48,64,71,52
Lilith Schmidt,CM,66,62,62,60,62,56,60
Joël Schmied,CB,66,57,33,41,41,67,72
Randy Schneider,CAM,66,75,56,63,69,37,54
Augusto Schott,RB,66,81,45,56,65,59,61
Erik Schouten,CB,66,54,34,48,50,68,68
Tim Schreiber,GK,66,69,64,61,70,29,63
Luca Schuler,ST,66,78,64,45,63,33,75
Kevin Schumacher,LM,66,83,60,58,67,33,70
Marco Schuster,CDM,66,58,53,59,65,62,71
Markus Schwabl,RB,66,72,41,53,62,62,74
Josh Scowen,CDM,66,59,54,61,64,64,73
Sebastian S. Sebulonsen,RB,66,82,59,59,63,57,74
Demba Seck,RM,66,75,65,57,73,30,53
Jenson Seelt,CB,66,65,35,48,50,65,71
Telasco Segovia,CM,66,66,54,64,67,53,57
Václav Sejk,ST,66,73,61,45,64,26,72
Ayumu Seko,CB,66,56,36,52,56,67,71
Batuhan Şen,GK,66,67,65,62,69,24,66
Jota,CM,66,65,56,66,70,58,62
Cemali Sertel,LB,66,70,38,59,63,63,68
Filippo Sgarbi,CB,66,57,29,39,44,66,75
Joe Shaughnessy,CB,66,62,23,47,51,67,70
Evgeniy Shikavka,ST,66,64,66,51,64,34,69
Mahamé Siby,CDM,66,54,50,60,60,63,75
Jörg Siebenhandl,GK,66,67,64,66,66,46,64
Benjamin Siegrist,GK,66,66,63,59,67,34,65
Dávid Sigér,CM,66,63,57,62,60,63,69
Viljami Sinisalo,GK,66,68,65,66,68,27,64
Sphephelo Sithole,CDM,66,65,58,60,63,64,75
Mario Šitum,RB,66,79,57,65,69,58,64
Simon Skarlatidis,RM,66,77,60,61,69,30,62
Simon Skrabb,RW,66,65,65,64,67,51,67
Thierry Small,LB,66,78,51,60,66,60,68
Kimberley Smit,CB,66,63,45,59,59,68,64
Korey Smith,CDM,66,58,53,62,65,63,68
Michael Smith,ST,66,49,67,55,57,30,80
Kyle Smith,RB,66,69,26,50,58,64,70
Franco Soldano,ST,66,69,62,54,63,44,73
Matteo Solini,CB,66,42,36,42,47,67,73
Song Ju Hun,CB,66,57,35,44,46,63,77
Patrick Sontheimer,CDM,66,68,50,60,68,60,68
Sondre Sørli,RW,66,90,59,62,66,53,59
Joaquín Sosa,CB,66,40,37,60,59,70,66
Samuel Souprayen,CB,66,57,36,59,62,64,74
Cristian Souza,RW,66,76,64,60,63,23,57
Jack Sowerby,CDM,66,56,51,61,68,62,73
Kevin Spadanuda,LM,66,70,66,64,67,36,55
Brodie Spencer,RB,66,74,45,56,64,61,72
Tommy St. Jago,RB,66,74,32,52,59,64,71
Michael Steinwender,CB,66,42,29,44,40,66,75
Adam Stejskal,GK,66,70,62,56,69,21,65
Daniel Stensson,CDM,66,49,60,65,63,62,67
Iris Stiekema,CM,66,64,57,58,65,52,63
Luka Stojković,CAM,66,72,63,63,69,38,64
Sebastian Stolze,RM,66,78,60,59,67,32,61
Mathías Suárez,LB,66,69,46,61,63,61,60
Anssi Suhonen,CAM,66,56,57,61,73,38,51
Lukas Sulzbacher,CM,66,77,51,61,67,61,66
Mathis Suray,CAM,66,68,62,65,66,44,58
Finn Surman,CB,66,64,33,47,52,65,78
Tobias Svendsen,LM,66,80,54,59,68,53,70
Max Svensson,LW,66,81,59,60,70,31,47
Svensson,ST,66,77,66,59,66,41,66
Iebe Swers,RB,66,86,52,61,67,58,64
Eddy Sylvestre,CM,66,67,62,66,69,59,63
Kajetan Szmyt,RW,66,85,59,61,70,38,52
Filip Szymczak,ST,66,75,63,55,68,21,68
Dawid Szymonowicz,CB,66,58,36,53,59,65,70
Ryan Tafazolli,CB,66,38,28,42,46,65,76
Edvard Sandvik Tagseth,LB,66,78,53,62,68,59,65
Mehdi Tahrat,CB,66,44,26,54,52,66,72
Scott Tanser,LB,66,73,56,63,64,59,59
Dylan Tavares,LB,66,74,43,54,63,62,64
Joe Taylor,ST,66,85,65,49,64,35,68
Junior Tchamadeu,RB,66,82,54,57,66,58,71
Henok Teklab,RM,66,71,61,65,66,41,56
Miro Tenho,CB,66,52,23,49,50,66,71
Casper Terho,RM,66,76,63,61,66,36,56
Serkan Emrecan Terzi,LB,66,71,36,56,65,62,61
Maximilian Thalhammer,CDM,66,43,46,57,61,63,75
Niclas Thiede,GK,66,65,65,61,70,44,64
Nigel Thomas,LW,66,84,60,59,70,27,51
Ryan Thomas,CM,66,69,59,68,69,57,61
Luke Thomas,RM,66,82,55,60,69,37,52
George Thomason,CM,66,63,58,62,66,62,66
Angus Thurgate,CDM,66,66,56,63,67,59,68
Sam Tickle,GK,66,65,65,64,66,34,64
Simy,ST,66,42,69,45,64,28,74
Agustín Toledo,CDM,66,59,40,58,60,65,60
Mirko Tomianovic,RM,66,80,63,60,67,52,70
Juan Pablo Torres,LM,66,64,49,62,67,53,48
Edson Tortolero,RM,66,76,66,65,63,36,67
Mason Toye,ST,66,72,69,44,61,30,62
Brahim Traoré,CB,66,67,30,43,48,66,71
Charles Traoré,LB,66,67,33,53,63,65,73
Anton Tsarenko,CAM,66,72,52,61,71,36,50
Blair Turgott,ST,66,82,66,57,68,25,71
Calvin Twigt,CM,66,64,59,67,66,62,69
Przemysław Tytoń,GK,66,66,63,69,65,50,65
Boné Uaferro,CB,66,37,37,55,55,64,71
Chinaza Uchendu,ST,66,69,65,59,64,36,60
Steven Ugarković,CDM,66,62,58,61,65,61,76
Adrián Ugarriza,ST,66,67,67,60,66,23,63
Jacob Une-Larsson,CB,66,66,44,53,49,65,72
Bjørn Inge Utvik,CB,66,41,39,49,52,66,76
Pavle Vagić,CB,66,69,53,59,66,62,78
Anthony Valencia,RM,66,84,59,59,73,44,44
Pol Valentín,RB,66,89,39,56,66,58,67
Gonzalo Valle,GK,66,66,65,60,70,26,60
María Valle,CB,66,66,41,60,65,65,65
Damian van Bruggen,CB,66,58,54,50,55,64,74
Jochem van de Kamp,RM,66,76,50,61,67,57,66
Richard van der Venne,CM,66,56,64,66,66,58,69
Regina van Eijk,GK,66,67,63,59,66,22,70
Daniël van Kaam,CDM,66,64,56,65,67,60,62
Robert-Jan Vanwesemael,RM,66,75,49,60,68,56,56
Ádám Varga,GK,66,70,64,62,66,27,65
Miguel Vargas,GK,66,62,69,64,65,43,66
Gonzalo Vega,LM,66,57,68,64,74,51,52
Bruno Veglio,CM,66,63,57,64,61,67,57
John Velásquez,CAM,66,70,65,62,67,43,54
Tijs Velthuis,CB,66,65,30,46,40,66,72
Thibaud Verlinden,LW,66,73,60,61,70,39,42
Romeo Vermant,ST,66,78,67,55,63,19,63
Michael Verrips,GK,66,67,64,68,67,17,63
Simão Bertelli,GK,66,68,65,64,67,27,66
Viljar Helland Vevatne,CB,66,65,58,56,61,64,77
Josh Vickers,GK,66,66,65,64,66,42,64
Luca Vido,ST,66,63,66,60,68,37,62
Wilder Viera,CDM,66,59,32,56,54,62,71
Vilarrasa,LB,66,68,49,54,61,65,66
Villahermosa,CM,66,65,62,66,71,59,59
Iván Villalba,CB,66,62,33,49,49,65,69
Álvaro Villete,GK,66,65,63,62,63,26,67
Lars Villiger,ST,66,65,66,48,64,24,68
Lars Vilsvik,RB,66,63,57,63,64,62,71
Ben Voll,GK,66,67,64,65,68,24,65
Julian von Moos,RW,66,82,60,59,69,28,61
Nicolas Vouilloz,CB,66,66,28,46,45,65,78
Stipe Vulikić,CB,66,49,36,46,43,67,68
Ibrahima Wadji,ST,66,89,65,55,69,27,67
Jack Walton,GK,66,66,63,63,65,34,67
Mateusz Wdowiak,LM,66,91,57,57,68,42,59
Leo Weinkauf,GK,66,65,67,53,71,35,69
Nelson Weiper,ST,66,70,65,46,65,25,69
Oscar Wendt,LB,66,48,61,68,64,67,66
Christopher Wernitznig,RB,66,65,65,65,65,62,70
Magnus Westergaard,CM,66,73,56,61,66,60,70
Emily Whelan,ST,66,63,66,56,65,51,60
Niklas Wiemann,CB,66,70,39,53,52,64,74
Gustav Mendonca Wikheim,LW,66,84,57,59,72,44,54
Derrick Williams,CB,66,66,46,58,62,63,77
Randell Williams,LB,66,88,59,61,68,57,62
Brendan Wiredu,CB,66,79,56,60,65,64,76
Bobby Wood,ST,66,75,67,57,66,27,68
Ben Woodburn,CAM,66,71,63,63,70,41,52
Scott Wootton,CB,66,42,29,48,53,65,80
Callum Wright,CM,66,65,61,64,67,57,66
Charlie Wyke,ST,66,54,66,56,63,37,75
Matthéo Xantippe,LB,66,68,38,56,65,62,60
Ayman Yahya,RM,66,84,60,58,66,32,65
Malick Yalcouyé,CM,66,82,55,55,68,61,66
Yang Liyu,RW,66,83,64,61,63,43,73
William Yarbrough,GK,66,65,64,66,66,58,66
Patrick Yazbek,CDM,66,68,54,62,62,62,73
Dru Yearwood,CM,66,73,54,59,68,64,77
Kusini Yengi,ST,66,81,65,54,68,30,79
Erdoğan Yeşilyurt,RM,66,73,63,60,67,55,69
Bertuğ Yıldırım,ST,66,70,64,48,62,32,72
Lily Yohannes,CM,66,69,57,59,69,56,59
Daisuke Yokota,RM,66,73,52,61,71,46,48
Yoon Jong Gyu,RB,66,78,38,57,62,61,65
Kyohei Yoshino,CDM,66,63,54,53,60,63,74
Jamie Young,GK,66,65,66,64,67,48,65
Wilitty Younoussa,CM,66,70,48,59,71,67,56
Bendjaloud Youssouf,RB,66,74,50,59,64,58,65
Griffin Yow,RM,66,65,63,60,69,33,47
Yun Il Lok,RB,66,70,57,62,67,63,61
Yun Suk Young,LB,66,72,53,59,61,62,73
Cristian Zabala,CM,66,65,53,66,66,59,69
Vasilis Zagaritis,LB,66,81,42,54,63,60,62
Nicolás Zalazar,CB,66,67,36,37,45,66,74
Maximiliano Zalazar,LM,66,71,62,59,69,31,49
Jan Žambůrek,CM,66,65,58,61,67,60,65
Edgar Zaracho,CM,66,56,53,68,61,51,61
Aaron Zehnter,LM,66,75,54,64,64,61,60
Ekain,ST,66,72,64,60,67,28,65
Zhang Xizhe,CM,66,74,60,66,67,48,64
Zhang Yuning,ST,66,73,67,58,60,30,77
Milen Zhelev,RB,66,67,30,47,56,64,78
Ervin Zorrilla,ST,66,73,68,47,61,21,53
Hendrick Zuck,LB,66,62,51,65,67,63,57
Dario Župarić,CB,66,44,22,45,55,65,76
Lovro Zvonarek,CAM,66,70,57,65,68,34,53
Aly Abeid,LB,65,74,42,53,62,59,71
Dirk Abels,RB,65,61,43,55,61,62,71
Paulos Abraham,LM,65,81,61,56,68,28,57
Amir Abrashi,CM,65,43,51,59,67,59,72
Miguel Acosta,GK,65,68,62,65,64,46,62
Corey Addai,GK,65,65,63,65,65,22,64
Jayden Addai,RW,65,86,59,57,69,29,52
Rio Adebisi,LB,65,81,44,54,62,58,69
Victor Adeboyejo,ST,65,75,65,51,64,27,70
Michel Ndary Adopo,CM,65,58,56,62,65,66,63
Nikolas Agrafiotis,ST,65,72,65,47,61,26,73
Brandon Aguilera,CAM,65,60,55,63,65,46,49
Patrick Agyemang,ST,65,55,68,46,61,21,62
Gassan Ahadme,ST,65,67,63,51,61,30,70
Erik Ahlstrand,RM,65,77,56,59,65,36,57
Will Aimson,CB,65,53,33,48,50,64,69
David Ajiboye,RM,65,91,56,55,67,38,68
Clément Akpa,LB,65,68,41,52,62,62,60
Aksel Aktaş,CAM,65,67,59,60,66,44,60
Hamdi Akujobi,RB,65,74,46,61,63,58,70
Abdulaziz Al Bishi,RM,65,85,57,60,69,28,63
Mohammed Al Dawsari,RB,65,78,33,53,61,59,66
Ali Al Hassan,CDM,65,67,51,60,63,60,69
Abdullah Al Khatib,LB,65,74,28,49,58,62,74
Mohammed Al Majhad,CDM,65,67,54,61,63,62,65
Abdullah Al Mayoof,GK,65,57,70,74,61,27,70
Saeed Al Muwallad,RB,65,71,47,64,62,56,74
Sumayhan Al Nabit,LM,65,77,59,58,67,30,53
Abdulrahman Al Obud,RM,65,88,57,55,67,45,57
Madallah Al Olayan,RB,65,71,46,59,62,60,73
Saeed Al Rubaie,CB,65,63,25,44,43,63,75
Yahia Al Shehri,RM,65,49,60,70,68,33,39
Amir Al-Ammari,CM,65,68,57,65,65,60,74
Agustín Alaniz,RW,65,73,65,54,68,37,57
Carlos Albarrán,RB,65,75,53,56,60,57,72
Miiko Albornoz,LB,65,62,50,62,65,62,68
Adrián Alcaraz,ST,65,77,65,51,67,18,44
Bobby Allain,GK,65,66,63,65,63,38,63
Bastian Allgeier,RB,65,73,29,56,59,58,71
Kevin Amaro,RB,65,73,39,52,56,65,68
Giuseppe Ambrosino,ST,65,75,61,58,64,40,70
Isak Helstad Amundsen,CB,65,67,37,48,59,65,72
Hugo Ancajima,RB,65,63,49,53,63,61,66
Danny Andrew,LB,65,56,54,62,62,62,69
Matteo Angeli,CB,65,81,49,53,52,64,67
Anglada,CB,65,63,35,50,55,65,68
Hildur Antonsdóttir,CM,65,63,60,61,66,58,62
Kent-Are Antonsen,CM,65,76,61,62,65,63,75
Marcus Antonsson,ST,65,77,63,53,64,38,74
Apostolos Apostolopoulos,LB,65,77,48,61,64,61,58
Rob Apter,RM,65,89,60,56,67,43,45
Gabriel Aranda,CB,65,53,30,42,50,65,72
Kelvin Arase,RM,65,82,53,55,71,31,47
Miguel Araujo,CB,65,62,36,48,58,64,71
Jefferson Arce,CAM,65,77,66,62,66,42,57
Theo Archibald,LM,65,79,60,61,64,54,67
Taïryk Arconte,ST,65,71,66,59,68,28,58
Allan Arigoni,RB,65,89,38,49,59,60,74
Sinclair Armstrong,ST,65,89,63,52,61,23,77
Taye Ashby-Hammond,GK,65,64,64,62,65,23,64
Fisnik Asllani,ST,65,59,66,49,65,25,61
David Atanga,RM,65,88,62,56,65,39,51
Mijaíl Avilés,CM,65,67,63,67,65,64,62
Jonah Ayunga,ST,65,77,63,55,62,37,74
Ayman Azhil,CM,65,67,49,64,68,61,47
Pedro Azogue,CDM,65,56,61,60,65,61,67
Adriel Ba Loua,RM,65,91,60,60,67,27,49
Edgar Babayan,LM,65,79,58,60,66,42,65
David Babunski,CM,65,66,61,65,67,55,63
Mio Backhaus,GK,65,65,60,60,69,19,63
Nikolai Baden Frederiksen,ST,65,74,64,60,67,23,63
Loïc Badiashile,GK,65,66,63,64,69,36,62
Youssouph Badji,ST,65,70,62,51,64,28,71
Dominique Badji,ST,65,74,60,53,64,38,72
Baek Jong Beom,GK,65,69,62,57,72,27,63
Francisco Báez,CB,65,54,28,41,42,67,64
Sofian Bahloul,RW,65,77,68,59,67,27,63
Bentley Baxter Bahn,CAM,65,71,62,66,67,53,64
Odin Bailey,CAM,65,82,58,63,66,52,60
Stefan Bajic,GK,65,66,65,65,65,25,64
Victor Bak,LB,65,82,51,59,63,58,68
Waleed Bakhashwain,CDM,65,57,43,58,63,62,74
Franco Baldassarra,CM,65,67,59,63,65,60,63
Óscar Baldomar,RB,65,68,30,53,53,63,50
Sacha Bansé,CDM,65,75,51,61,66,62,66
Yusuf Barası,ST,65,75,65,52,67,21,61
Enzo Bardeli,CAM,65,64,59,60,68,47,48
Louie Barry,LW,65,90,60,54,68,28,58
Norman Bassette,ST,65,73,64,45,60,31,65
Lewis Bate,CM,65,70,55,65,69,57,50
Oliver Batista Meier,CAM,65,73,63,60,71,31,45
Roko Baturina,ST,65,66,67,49,60,21,69
Furkan Bayır,CB,65,61,31,43,56,64,71
Tom Bayliss,CAM,65,72,59,65,66,59,68
Luca Bazzoli,CDM,65,62,41,51,60,66,74
André Becker,ST,65,55,64,41,59,28,76
Omar Beckles,CB,65,51,32,45,53,64,78
Filip Bednarek,GK,65,65,63,64,65,44,65
Tjaš Begić,LM,65,78,54,60,67,29,45
Morten Behrens,GK,65,66,68,64,66,26,65
Florin Bejan,CB,65,42,32,41,44,63,76
Reda Belahyane,CDM,65,50,46,59,68,66,42
Rafik Belghali,RB,65,82,60,61,66,60,59
Sam Bell,LM,65,79,62,55,67,23,60
Mohammed Ali Bemammer,CDM,65,52,39,53,49,63,83
Darío,RB,65,58,32,51,62,64,62
Marcel Benger,CDM,65,54,49,58,60,63,70
Edgar Benítez,LW,65,66,63,66,64,27,59
Hugo Benítez,CB,65,63,32,42,44,64,76
César Benítez,CB,65,70,44,55,62,65,71
Joe Bennett,LB,65,61,46,63,63,63,65
Mason Bennett,ST,65,75,60,61,66,42,73
Léider Berdugo,CM,65,70,52,60,62,58,53
Jo Inge Berget,ST,65,64,65,64,63,53,75
Emilio Bernad,GK,65,68,65,67,67,42,63
Fernando Bersano,LB,65,68,31,56,63,63,49
Vicente Besuijen,CAM,65,85,59,58,67,19,47
Adel Bettaieb,ST,65,72,65,53,65,22,63
Ömer Beyaz,CAM,65,65,54,64,73,47,38
Brian Beyer,ST,65,67,64,54,66,35,76
Flavio Bianchi,ST,65,73,67,48,63,27,57
Merveille Biankadi,CAM,65,77,59,61,68,55,75
David Bingham,GK,65,68,63,66,67,34,64
Bjarki Steinn Bjarkason,RM,65,63,58,63,67,48,55
Brynjar Ingi Bjarnason,CB,65,69,26,49,47,63,77
Andreas Bjelland,CB,65,32,44,58,52,64,67
Cristian Blanco,LB,65,76,34,48,58,64,61
Thijmen Blokzijl,CB,65,56,32,51,54,67,63
Ole Didrik Blomberg,RW,65,76,55,61,67,59,69
Bror Blume,CM,65,70,60,64,68,60,69
Emmanuel Boateng,CM,65,69,53,67,63,56,64
Radu Boboc,RB,65,72,51,61,62,61,67
Benjamin Böckle,LB,65,71,34,52,59,60,73
Billy Bodin,CAM,65,69,64,63,69,46,56
Ștefan Bodișteanu,LW,65,81,55,60,68,37,59
Florian Bohnert,RB,65,77,40,54,60,60,67
Kévin Boma,CB,65,40,37,45,46,66,69
Jack Bonham,GK,65,66,62,65,65,43,64
Alex Bono,GK,65,64,63,62,69,34,61
Rivaldinho,ST,65,67,64,58,64,33,73
Mihai Bordeianu,CDM,65,68,54,60,60,61,72
Andrés Borge,RB,65,68,33,50,55,66,69
Léo Borges,LB,65,72,45,62,63,61,66
Axel Borgmann,LB,65,69,53,63,65,59,70
Tobias Børkeeiet,CDM,65,53,51,58,60,63,74
Alexandar Borković,CB,65,61,34,55,53,66,68
Dylan Borrero,LM,65,73,55,55,75,22,58
Torgeir Børven,ST,65,61,64,56,64,33,65
Jesse Bosch,CM,65,72,51,61,66,61,75
Zacharie Boucher,GK,65,67,61,65,68,56,63
Sofyane Bouzamoucha,CB,65,65,26,39,45,67,64
Cohen Bramall,LB,65,92,47,59,64,56,66
Iker Bravo,ST,65,66,66,54,65,23,56
Louis Breunig,CB,65,70,26,50,50,67,66
Samuel Brolin,GK,65,66,64,62,66,24,65
Patrick Brough,LB,65,74,50,54,58,60,80
Kai Brünker,ST,65,62,66,43,55,40,84
Paris Brunner,ST,65,68,66,51,67,27,59
Andreas Bruus,RB,65,79,53,63,62,58,67
Jesús Bueno,CDM,65,58,50,62,60,64,65
Guille Bueno,LB,65,78,33,57,70,58,62
Manu Bueno,CM,65,60,60,58,65,61,57
Rasim Bulić,CDM,65,46,36,51,54,65,75
Lars Bünning,CB,65,84,41,55,55,63,71
Max Burgess,CAM,65,80,60,62,65,51,73
Matt Butcher,CM,65,56,60,63,62,62,74
Dan Butler,LB,65,73,45,57,62,59,71
Alexandru Buzbuchi,GK,65,64,62,65,66,36,67
Vitor Gabriel,ST,65,74,64,43,63,21,69
Bruno Cabrera,CB,65,68,50,55,58,64,71
Walter Cabrera,CB,65,54,36,44,47,66,69
Bailey Cadamarteri,ST,65,76,63,47,62,32,61
Hannah Cain,LM,65,71,61,61,66,36,56
Aaron Calver,CB,65,62,33,51,52,62,77
Pablo Camacho,RB,65,65,43,58,54,65,67
Etienne Camara,CDM,65,63,45,57,62,64,69
Beatriz Cameirão,CM,65,68,61,60,66,56,63
Lyall Cameron,CM,65,77,62,63,66,59,61
Josh Campbell,CAM,65,70,60,62,67,60,73
Simone Canestrelli,CB,65,65,39,48,46,65,73
Alessia Capelletti,GK,65,63,66,65,66,27,68
Leonardo Capezzi,CM,65,54,61,65,65,58,59
Àlex Carbonell,CM,65,49,59,63,67,64,67
Rafael Santos,LB,65,72,43,54,59,60,64
Rudy Cardozo,CM,65,71,62,66,66,54,51
Sonny Carey,CM,65,63,64,64,65,53,62
Adam Carlén,CDM,65,60,43,56,66,60,78
Trevor Carson,GK,65,65,64,65,63,49,65
Florian Carstens,CB,65,54,27,43,43,64,75
Marc Casadó,CDM,65,58,54,62,66,62,53
Tino Casali,GK,65,67,64,54,67,30,65
Aljaž Casar,CM,65,59,54,62,64,61,76
Niklas Castro,LW,65,72,63,61,67,42,61
Matias Cavalleri,RW,65,81,61,59,68,32,57
Víctor Cedrón,CAM,65,68,61,63,65,41,48
Michele Cerofolini,GK,65,66,63,62,67,37,66
Sava-Arangel Čestić,CB,65,48,28,42,49,63,77
Sofyan Chader,LM,65,75,61,58,71,22,49
Ilyas Chaira,RM,65,74,61,59,68,40,54
Wálter Chalá,RM,65,80,64,59,66,37,64
Joseph Champness,LW,65,82,61,56,68,24,59
Maikel Chang,RM,65,69,51,62,64,58,52
Pablo Chavarría,ST,65,57,64,65,64,35,76
Cheng Jin,RM,65,73,59,63,64,44,51
Cheng Yuelei,GK,65,63,62,60,66,34,63
Martín Chiatti,CB,65,62,31,56,53,63,71
Mattia Chiesa,GK,65,67,62,67,65,39,61
Ethan Chislett,CAM,65,74,61,64,65,54,62
Choi Kyu Baek,CB,65,62,28,51,44,64,72
Michał Chrapek,CAM,65,53,60,65,68,60,64
Sébastien Cibois,GK,65,66,63,64,66,34,62
Mateusz Cichocki,CB,65,56,30,47,47,66,69
Andrejs Cigaņiks,LB,65,69,52,60,60,58,63
Luca Cigarini,CDM,65,35,60,72,64,62,47
Tolcay Ciğerci,CAM,65,63,59,65,70,38,60
Alexandru Cîmpanu,RM,65,78,60,59,67,35,59
Giorgio Cittadini,CB,65,45,28,39,40,68,62
Sean Clare,RB,65,73,50,58,62,62,72
Caden Clark,CAM,65,78,61,62,68,46,60
Yannis Clementia,GK,65,66,64,63,66,38,65
Alexandre Coeff,RB,65,48,52,61,62,64,78
Reece Cole,CM,65,68,65,66,67,57,68
Collado,ST,65,62,67,62,64,34,54
Will Collar,CM,65,66,62,61,65,60,73
Gabriel Compagnucci,RB,65,75,58,59,63,59,62
Callum Connolly,CB,65,57,56,62,63,63,74
Facinet Conte,ST,65,83,64,45,67,19,50
Anderson Contreras,CM,65,62,61,62,65,57,67
Andy Cook,ST,65,52,65,53,59,28,84
Tommaso Corazza,LB,65,66,56,61,67,65,58
Kobe Corbanie,RB,65,74,53,62,66,60,49
Miguel Cornejo,CAM,65,65,64,59,66,61,54
Juan Cornejo,CB,65,74,57,63,63,63,72
Valentin Costache,RM,65,75,61,58,68,29,62
Cristian Costin,RB,65,83,53,58,65,58,67
Matthew Cox,GK,65,67,63,65,66,30,65
Valerio Crespi,ST,65,78,63,57,63,34,68
Valentin Crețu,RB,65,69,31,53,58,60,75
Max Crocombe,GK,65,65,65,62,65,47,63
Svenn Crone,RB,65,75,41,58,64,59,66
Héctor Cuellar,CM,65,63,60,64,61,56,71
Brahian Cuello,LM,65,81,63,61,65,31,62
